Text,Amount,Category
I paid $122 for car maintenance and repairs,122,Transport
I took an taxi to the meeting and paid $166 for the ride,166,Transport
I paid $79 for parking at downtown,79,Transport
I took an taxi to the airport and paid $195 for the ride,195,Transport
I spent $49 on gas for the car,49,Transport
I used taxi and paid $58 to get to the airport,58,Transport
I took shuttle and paid $78 for the trip,78,Transport
I spent $67 on subway for the meeting,67,Transport
I spent $52 on gas for the car,52,Transport
I used metro and spent $158,158,Transport
I paid $100 for car maintenance and repairs,100,Transport
I paid $24 for parking downtown,24,Transport
I paid $84 for my daily commute,84,Transport
I filled up my gas tank and paid $108,108,Transport
I spent $21 on train for the meeting,21,Transport
I paid $47 for car maintenance and repairs,47,Transport
I spent $168 on metro for my commute,168,Transport
I spent $161 on train for the meeting,161,Transport
I paid $16 for my daily commute,16,Transport
I used Uber and spent $28,28,Transport
I paid $194 for parking downtown,194,Transport
I took taxi and paid $9 downtown,9,Transport
I paid $60 for parking downtown,60,Transport
I took an bus to the restaurant and paid $199 for the ride,199,Transport
I took an bus to the mall and paid $198 for the ride,198,Transport
I paid $180 for parking at the hospital,180,Transport
I spent $198 on gas for the car,198,Transport
I spent $54 on ride share for my commute,54,Transport
I purchased a subway ticket and paid $151 to the concert,151,Transport
I filled up my gas tank and paid $36,36,Transport
I paid $63 for parking downtown,63,Transport
I paid $163 for metro to the airport,163,Transport
I spent $47 on shuttle for the meeting,47,Transport
I paid $84 for parking at the city center,84,Transport
I used shuttle and paid $29 to get to the school,29,Transport
I paid $87 for shuttle to work,87,Transport
I purchased a subway ticket and paid $87 to the restaurant,87,Transport
I used subway and paid $139 to get to the mall,139,Transport
I used shuttle and paid $13 to get to the mall,13,Transport
I took an shuttle to the concert and paid $44 for the ride,44,Transport
I purchased a subway ticket and paid $139 to the appointment,139,Transport
I paid $108 for parking at work,108,Transport
I used Lyft and spent $30,30,Transport
I spent $43 on transportation to the appointment,43,Transport
I used ride share and paid $48 to get to the restaurant,48,Transport
I paid $88 for metro,88,Transport
I took an Lyft to the office and paid $123 for the ride,123,Transport
I used subway and paid $182 to get to the airport,182,Transport
I filled up my gas tank and paid $10,10,Transport
I used Lyft and paid $174 to get to the concert,174,Transport
I paid $27 for Uber to work,27,Transport
I paid $187 for my daily commute,187,Transport
I filled up my gas tank and paid $125,125,Transport
I filled up my gas tank and paid $127,127,Transport
I used subway and paid $94 to get to the meeting,94,Transport
I paid $157 for parking downtown,157,Transport
I spent $36 on transportation to the restaurant,36,Transport
I took bus and paid $23 downtown,23,Transport
I spent $63 on transportation to the mall,63,Transport
I used train and paid $101 for errands,101,Transport
I paid $146 for my daily commute,146,Transport
I used shuttle and paid $66 to get to downtown,66,Transport
I paid $60 for Uber to the airport,60,Transport
I paid $78 for taxi,78,Transport
I paid $20 for my daily commute,20,Transport
I spent $15 on shuttle to visit family,15,Transport
I paid $58 for my daily commute,58,Transport
I paid $183 for parking at work,183,Transport
I paid $118 for train to the airport,118,Transport
I filled up my gas tank and paid $108,108,Transport
I spent $171 on gas for the car,171,Transport
I spent $57 on subway for the meeting,57,Transport
I took Lyft and paid $184 for the trip,184,Transport
I paid $81 for Lyft,81,Transport
I paid $97 for parking at the hospital,97,Transport
I purchased a bus ticket and paid $166 to the meeting,166,Transport
I used shuttle and spent $37,37,Transport
I took ride share and paid $195 for the trip,195,Transport
I paid $40 for my daily commute,40,Transport
I spent $81 on Lyft for my commute,81,Transport
I spent $15 on transportation to the hospital,15,Transport
I spent $77 on gas for the car,77,Transport
I took an shuttle to the city and paid $166 for the ride,166,Transport
I paid $81 for subway to the airport,81,Transport
I paid $75 for parking downtown,75,Transport
I paid $161 for my daily commute,161,Transport
I spent $85 on ride share for my commute,85,Transport
I used train and paid $116 to get to the office,116,Transport
I used ride share and paid $155 for errands,155,Transport
I took an train to work and paid $89 for the ride,89,Transport
I purchased a subway ticket and paid $42 to the restaurant,42,Transport
I spent $189 on gas for the car,189,Transport
I purchased a train ticket and paid $168 to the city,168,Transport
I paid $134 for my daily commute,134,Transport
I used bus and paid $195 to get to the mall,195,Transport
I paid $189 for bus to the airport,189,Transport
I paid $16 for car maintenance and repairs,16,Transport
I spent $179 on train for my commute,179,Transport
I took an ride share to the appointment and paid $128 for the ride,128,Transport
I took an shuttle to the city and paid $10 for the ride,10,Transport
I spent $83 on shuttle for the meeting,83,Transport
I used Uber and paid $138 to get to the airport,138,Transport
I spent $191 on subway for my commute,191,Transport
I spent $15 on metro for my commute,15,Transport
I used Lyft and paid $184 for errands,184,Transport
I spent $172 on ride share for the meeting,172,Transport
I took bus and paid $114 downtown,114,Transport
I used Uber and paid $165 to get to the school,165,Transport
I paid $6 for parking downtown,6,Transport
I spent $47 on transportation to the concert,47,Transport
I purchased a subway ticket and paid $192 to the meeting,192,Transport
I spent $42 on transportation to the hospital,42,Transport
I took subway and paid $46 downtown,46,Transport
I took an bus to the restaurant and paid $4 for the ride,4,Transport
I paid $151 for my daily commute,151,Transport
I spent $93 on transportation to work,93,Transport
I took taxi and paid $35 for the trip,35,Transport
I spent $37 on subway for the meeting,37,Transport
I paid $21 for metro to work,21,Transport
I spent $196 on ride share for the meeting,196,Transport
I paid $130 for Lyft to work,130,Transport
I spent $23 on transportation to the hospital,23,Transport
I spent $35 on transportation to the restaurant,35,Transport
I paid $10 for my daily commute,10,Transport
I used taxi and spent $119,119,Transport
I spent $41 on transportation to the school,41,Transport
I spent $116 on shuttle for my commute,116,Transport
I used Uber and paid $48 for errands,48,Transport
I spent $175 on transportation to the mall,175,Transport
I used bus and paid $167 for errands,167,Transport
I used taxi and paid $4 for errands,4,Transport
I purchased a bus ticket and paid $178 to the restaurant,178,Transport
I paid $111 for taxi,111,Transport
I paid $122 for subway to work,122,Transport
I used ride share and spent $177,177,Transport
I paid $12 for car maintenance and repairs,12,Transport
I paid $38 for car maintenance and repairs,38,Transport
I paid $19 for ride share,19,Transport
I took train and paid $41 downtown,41,Transport
I spent $96 on transportation to the school,96,Transport
I paid $10 for parking downtown,10,Transport
I spent $26 on gas for the car,26,Transport
I spent $85 on Uber for my commute,85,Transport
I purchased a metro ticket and paid $141 to the appointment,141,Transport
I took an metro to the meeting and paid $178 for the ride,178,Transport
I purchased a train ticket and paid $188 to the city,188,Transport
I took subway and paid $44 for the trip,44,Transport
I spent $79 on train for my commute,79,Transport
I used ride share and spent $148,148,Transport
I spent $117 on transportation to the restaurant,117,Transport
I used taxi and paid $103 for errands,103,Transport
I spent $115 on ride share for my commute,115,Transport
I spent $3 on gas for the car,3,Transport
I used shuttle and paid $58 to get to the restaurant,58,Transport
I paid $45 for car maintenance and repairs,45,Transport
I paid $54 for parking at work,54,Transport
I paid $27 for Uber,27,Transport
I paid $125 for Uber to the airport,125,Transport
I paid $139 for car maintenance and repairs,139,Transport
I paid $182 for my daily commute,182,Transport
I took Lyft and paid $155 downtown,155,Transport
I paid $101 for car maintenance and repairs,101,Transport
I filled up my gas tank and paid $87,87,Transport
I took an bus to downtown and paid $53 for the ride,53,Transport
I used train and spent $146,146,Transport
I used Uber and spent $15,15,Transport
I filled up my gas tank and paid $14,14,Transport
I took metro and paid $49 downtown,49,Transport
I purchased a bus ticket and paid $99 to the concert,99,Transport
I took ride share and paid $76 for the trip,76,Transport
I paid $29 for bus to work,29,Transport
I paid $196 for parking downtown,196,Transport
I paid $175 for parking at the airport,175,Transport
I used Lyft and spent $32,32,Transport
I spent $138 on bus for my commute,138,Transport
I used Lyft and paid $147 for errands,147,Transport
I spent $173 on subway for the meeting,173,Transport
I paid $100 for train,100,Transport
I took shuttle and paid $28 for the trip,28,Transport
I paid $48 for parking at the mall,48,Transport
I spent $160 on gas for the car,160,Transport
I took Uber and paid $154 for the trip,154,Transport
